,subject,session,recalled,predicted
50,LTP462,1,1,0.7051197882673697
51,LTP462,1,1,0.8874355875649302
52,LTP462,1,0,0.9535405381027249
53,LTP462,1,1,0.8453781396498847
54,LTP462,1,1,0.7703173519770371
55,LTP462,1,1,0.6317883626237563
56,LTP462,1,0,0.4433811560802876
57,LTP462,1,0,0.7539094118589633
58,LTP462,1,1,0.8086453114121606
59,LTP462,1,0,0.8326096617311671
60,LTP462,1,1,0.8309384414271589
61,LTP462,1,1,0.8240125136476113
62,LTP462,1,0,0.5737841191154524
63,LTP462,1,1,0.8818381769973622
64,LTP462,1,1,0.7222781141473683
65,LTP462,1,1,0.6928549004197487
66,LTP462,1,0,0.5578263241023934
67,LTP462,1,0,0.9233199083514891
68,LTP462,1,1,0.6277331940264241
69,LTP462,1,1,0.5091393021367985
70,LTP462,1,1,0.7225205799960268
71,LTP462,1,1,0.27568519850644013
72,LTP462,1,1,0.7744673346350984
73,LTP462,1,1,0.5741598656953762
74,LTP462,1,1,0.7888110644244657
75,LTP462,1,0,0.8829716775283172
76,LTP462,1,1,0.5070788128546615
77,LTP462,1,0,0.8049023481962637
78,LTP462,1,1,0.8305612561107159
79,LTP462,1,1,0.5823668858584548
80,LTP462,1,0,0.4274648208063631
81,LTP462,1,1,0.33833008648863044
82,LTP462,1,1,0.15907772801715536
83,LTP462,1,1,0.2584450051353482
84,LTP462,1,1,0.4293662842407517
85,LTP462,1,1,0.43378894757485237
86,LTP462,1,0,0.5515113485599987
87,LTP462,1,0,0.2115418871682218
88,LTP462,1,1,0.31631627795473594
89,LTP462,1,0,0.31253607390097443
90,LTP462,1,1,0.7465519737243891
91,LTP462,1,1,0.6728101832547813
92,LTP462,1,0,0.5454071630184534
93,LTP462,1,1,0.8620267130787177
94,LTP462,1,1,0.8558200345325283
95,LTP462,1,0,0.9077581670995228
96,LTP462,1,0,0.5079975787064746
97,LTP462,1,0,0.360316001316042
98,LTP462,1,0,0.9374208763820931
99,LTP462,1,0,0.7825123470238419
100,LTP462,1,1,0.627120607680562
101,LTP462,1,1,0.7787513571972247
102,LTP462,1,1,0.47886097784355863
103,LTP462,1,0,0.3395497479208069
104,LTP462,1,1,0.7382475016369436
105,LTP462,1,0,0.5535992580753224
106,LTP462,1,0,0.34206786848522747
107,LTP462,1,1,0.7102113073815708
108,LTP462,1,0,0.039077171799015695
109,LTP462,1,0,0.6171905354064359
110,LTP462,1,1,0.21170462276670368
111,LTP462,1,0,0.29540533184229234
112,LTP462,1,0,0.39649919234373415
113,LTP462,1,0,0.5308464114910141
114,LTP462,1,1,0.6747774951262555
115,LTP462,1,1,0.19855474173673127
116,LTP462,1,1,0.340078131099576
117,LTP462,1,0,0.6465265506851648
118,LTP462,1,1,0.37364475279784515
119,LTP462,1,0,0.4010197423417847
120,LTP462,1,1,0.4034417755902708
121,LTP462,1,1,0.3589960942738953
122,LTP462,1,1,0.7563284440334048
123,LTP462,1,1,0.2883661016141354
124,LTP462,1,0,0.38208312374494663
125,LTP462,1,1,0.25526990119112236
126,LTP462,1,1,0.49725332064366506
127,LTP462,1,1,0.42520384707956077
128,LTP462,1,1,0.358577836578986
129,LTP462,1,0,0.41238672881621735
130,LTP462,1,1,0.2327968189241951
131,LTP462,1,0,0.9160825920099184
132,LTP462,1,1,0.271145976137239
133,LTP462,1,0,0.33123176316812875
134,LTP462,1,1,0.6349843723693203
135,LTP462,1,1,0.7708165276333045
136,LTP462,1,0,0.4280884101538986
137,LTP462,1,0,0.17224661947428305
138,LTP462,1,0,0.5352402136687868
139,LTP462,1,1,0.396142887655036
140,LTP462,1,1,0.33969896144320444
141,LTP462,1,0,0.16628696509180982
142,LTP462,1,0,0.8335194602986162
143,LTP462,1,1,0.6607796603351817
144,LTP462,1,1,0.817977379813642
145,LTP462,1,1,0.46813744654083617
146,LTP462,1,0,0.4495404883658485
147,LTP462,1,0,0.46266026641719626
148,LTP462,1,0,0.5031863436762364
149,LTP462,1,1,0.8835847494844956
150,LTP462,1,1,0.33934929027414307
151,LTP462,1,0,0.41795318342925647
152,LTP462,1,1,0.6193661015540334
153,LTP462,1,0,0.6477073950749225
154,LTP462,1,1,0.20955107765071213
155,LTP462,1,0,0.21694905308947404
156,LTP462,1,1,0.49715090684912056
157,LTP462,1,1,0.540810751733374
158,LTP462,1,1,0.20805559023114317
159,LTP462,1,1,0.6905327915202265
160,LTP462,1,0,0.1995832422742433
161,LTP462,1,0,0.0802771725924667
162,LTP462,1,1,0.3202263377365702
163,LTP462,1,1,0.263590256917808
164,LTP462,1,1,0.23948955995802476
165,LTP462,1,0,0.7522426333908846
166,LTP462,1,0,0.530879962519074
167,LTP462,1,1,0.6589637344157936
168,LTP462,1,1,0.2136596216284288
169,LTP462,1,0,0.6213130983943662
170,LTP462,1,1,0.7230261288609943
171,LTP462,1,0,0.3349145597477618
172,LTP462,1,1,0.32220553899615884
173,LTP462,1,0,0.37814133916235254
174,LTP462,1,0,0.08036950289529869
175,LTP462,1,1,0.045807853135509446
176,LTP462,1,1,0.2663043543733136
177,LTP462,1,1,0.3795979265160213
178,LTP462,1,1,0.7003184856306148
179,LTP462,1,1,0.4301201330729605
180,LTP462,2,1,0.521797748396905
181,LTP462,2,1,0.48469667871682687
182,LTP462,2,1,0.5863641582247182
183,LTP462,2,1,0.4981693424259238
184,LTP462,2,0,0.5393835340001448
185,LTP462,2,1,0.5824919059359157
186,LTP462,2,1,0.5598023664055588
187,LTP462,2,1,0.5546199216512584
188,LTP462,2,1,0.5377948174065268
189,LTP462,2,1,0.5010346455597605
190,LTP462,2,0,0.48294103432565627
191,LTP462,2,0,0.5335988397815409
192,LTP462,2,1,0.5300114178326941
193,LTP462,2,1,0.4873286435290992
194,LTP462,2,1,0.5340389621981722
195,LTP462,2,1,0.4690486753130636
196,LTP462,2,1,0.5152311491329186
197,LTP462,2,1,0.5019012016842855
198,LTP462,2,1,0.5219639531166748
199,LTP462,2,1,0.5250496065990853
200,LTP462,2,1,0.4708144824419471
201,LTP462,2,1,0.5224453702442544
202,LTP462,2,0,0.5291882719803596
203,LTP462,2,1,0.4926886771685053
204,LTP462,2,1,0.5268167788062222
205,LTP462,2,1,0.5640778516016243
206,LTP462,2,0,0.5213569491996967
207,LTP462,2,1,0.5316255990453008
208,LTP462,2,1,0.5314681358580546
209,LTP462,2,1,0.4754051624664856
210,LTP462,2,1,0.5745991140168693
211,LTP462,2,1,0.5205288922298603
212,LTP462,2,1,0.46983821652385654
213,LTP462,2,1,0.49714746462284054
214,LTP462,2,1,0.5477441321024131
215,LTP462,2,1,0.5418580511764158
216,LTP462,2,1,0.49790967655878127
217,LTP462,2,1,0.470371315717895
218,LTP462,2,1,0.5131421347073022
219,LTP462,2,1,0.522617038231206
220,LTP462,2,1,0.5339236615450439
221,LTP462,2,1,0.45181367755459556
222,LTP462,2,1,0.5027720219279255
223,LTP462,2,1,0.507342819432973
224,LTP462,2,1,0.4684991478453776
225,LTP462,2,1,0.41936619866471814
226,LTP462,2,1,0.48473807031636806
227,LTP462,2,1,0.5301597255184402
228,LTP462,2,1,0.5417094670116057
229,LTP462,2,1,0.4138675788848164
230,LTP462,2,1,0.4997191988266201
231,LTP462,2,1,0.5119679351987937
232,LTP462,2,1,0.443544805978988
233,LTP462,2,1,0.46223108656061995
234,LTP462,2,1,0.5407146463308028
235,LTP462,2,0,0.4828674373168263
236,LTP462,2,0,0.48670105957611687
237,LTP462,2,1,0.46591073828947593
238,LTP462,2,0,0.5280210054607101
239,LTP462,2,1,0.4797268432058945
240,LTP462,2,1,0.49807449229003325
241,LTP462,2,1,0.5211161357950902
242,LTP462,2,0,0.5153670641523854
243,LTP462,2,0,0.5113668465087305
244,LTP462,2,1,0.4785218285881157
245,LTP462,2,0,0.5434367228327475
246,LTP462,2,1,0.5393706186771692
247,LTP462,2,1,0.535783725948362
248,LTP462,2,1,0.38614633798743686
249,LTP462,2,0,0.4250967649710219
250,LTP462,2,1,0.4982675878391914
251,LTP462,2,1,0.5255990808405361
252,LTP462,2,0,0.47706985215888775
253,LTP462,2,1,0.4655134129505309
254,LTP462,2,1,0.44776479158242083
255,LTP462,2,1,0.5965860007830844
256,LTP462,2,1,0.5082663913184086
257,LTP462,2,0,0.5238727531894458
258,LTP462,2,0,0.5093541971711038
259,LTP462,2,1,0.508317046783118
260,LTP462,2,1,0.43254551033108657
261,LTP462,2,1,0.48694349583923
262,LTP462,2,1,0.5246392303482802
263,LTP462,2,1,0.4963059648794416
264,LTP462,2,1,0.481828747809342
265,LTP462,2,0,0.46185509766617217
266,LTP462,2,1,0.4674591479897075
267,LTP462,2,1,0.503833861877891
268,LTP462,2,1,0.5154791576521094
269,LTP462,2,1,0.4854009827406176
270,LTP462,2,1,0.6106254428773923
271,LTP462,2,0,0.5409332202562113
272,LTP462,2,0,0.4824789230798079
273,LTP462,2,0,0.5587093734991334
274,LTP462,2,0,0.5507625586985644
275,LTP462,2,0,0.5077909862877488
276,LTP462,2,1,0.5295707417728761
277,LTP462,2,0,0.4189519655292937
278,LTP462,2,1,0.48433661712498544
279,LTP462,2,1,0.5046945782789776
280,LTP462,2,0,0.4866172032250823
281,LTP462,2,0,0.4968602481029183
282,LTP462,2,0,0.45243881015374243
283,LTP462,2,1,0.4588743281512333
284,LTP462,2,1,0.4700718033108636
285,LTP462,2,1,0.4562440352622827
286,LTP462,2,1,0.5798791181831487
287,LTP462,2,1,0.5393641077900952
288,LTP462,2,0,0.5644032329417459
289,LTP462,2,0,0.526919966116995
290,LTP462,2,1,0.52198183170785
291,LTP462,2,1,0.483381273806324
292,LTP462,2,1,0.4930213877219458
293,LTP462,2,0,0.4442762100775569
294,LTP462,2,0,0.44283399530423717
295,LTP462,2,1,0.4450682636903119
296,LTP462,2,0,0.42811004789040613
297,LTP462,2,1,0.47940841606961143
298,LTP462,2,0,0.4184026204513359
299,LTP462,2,0,0.46614361345780103
300,LTP462,2,1,0.5806129699916044
301,LTP462,2,0,0.5097699064058581
302,LTP462,2,0,0.5376653547953715
303,LTP462,2,1,0.45583122652418023
304,LTP462,2,1,0.5026647434093954
305,LTP462,2,1,0.5616009351373802
306,LTP462,2,1,0.5582147014445394
307,LTP462,2,1,0.5327712613964934
308,LTP462,2,1,0.5558374097122583
309,LTP462,2,1,0.5204556353679393
310,LTP462,2,1,0.5352987531477733
311,LTP462,2,0,0.5055737988270882
312,LTP462,2,1,0.5105210810292563
313,LTP462,2,1,0.4935438508594913
314,LTP462,2,0,0.4709798247819815
315,LTP462,2,1,0.5691251301066295
316,LTP462,2,1,0.5248195129178412
317,LTP462,2,0,0.4775150174545586
318,LTP462,2,1,0.4641606650046638
319,LTP462,2,1,0.503673820351523
320,LTP462,2,1,0.4913872186816976
321,LTP462,2,0,0.482871421445464
322,LTP462,2,1,0.44026798781840665
323,LTP462,2,0,0.4739955891775662
324,LTP462,2,0,0.5052810150314055
325,LTP462,2,0,0.5003466670477592
326,LTP462,2,0,0.5056432202890969
327,LTP462,2,1,0.4682588027283479
328,LTP462,2,1,0.4862841851937351
329,LTP462,2,1,0.47551087442913814
330,LTP462,3,1,0.6806308767681353
331,LTP462,3,1,0.6793767079091093
332,LTP462,3,1,0.5192060211279829
333,LTP462,3,1,0.6192944505713772
334,LTP462,3,1,0.6394522618265125
335,LTP462,3,1,0.6440251816578635
336,LTP462,3,1,0.5911415865842389
337,LTP462,3,1,0.5660906191445042
338,LTP462,3,1,0.6422742320760667
339,LTP462,3,1,0.656391901835221
340,LTP462,3,1,0.6567515627335753
341,LTP462,3,0,0.48261370396187003
342,LTP462,3,1,0.5911981259819257
343,LTP462,3,1,0.5772502190043374
344,LTP462,3,1,0.7438699778894504
345,LTP462,3,1,0.6283209322485627
346,LTP462,3,1,0.5284659594492698
347,LTP462,3,0,0.5325928157350492
348,LTP462,3,1,0.5951331209180173
349,LTP462,3,1,0.5285876046181921
350,LTP462,3,0,0.5089929536999683
351,LTP462,3,1,0.6999901175106116
352,LTP462,3,0,0.6001235857525521
353,LTP462,3,1,0.5128841331026642
354,LTP462,3,1,0.47950981482066923
355,LTP462,3,1,0.5549212355653313
356,LTP462,3,1,0.5665215505249331
357,LTP462,3,1,0.6099843185818095
358,LTP462,3,1,0.5343778306371949
359,LTP462,3,1,0.6223639400305896
360,LTP462,3,0,0.5514835839494717
361,LTP462,3,1,0.6935376622081828
362,LTP462,3,1,0.7123018434021687
363,LTP462,3,1,0.6230264624549255
364,LTP462,3,1,0.6480559361371997
365,LTP462,3,0,0.6670382917208422
366,LTP462,3,1,0.5119998042310953
367,LTP462,3,0,0.6399548909347007
368,LTP462,3,0,0.5667597055016972
369,LTP462,3,1,0.5562561540536589
370,LTP462,3,0,0.6410103092195594
371,LTP462,3,0,0.6039755488068284
372,LTP462,3,0,0.683366665890682
373,LTP462,3,1,0.5875333134678413
374,LTP462,3,0,0.7336376484464684
375,LTP462,3,0,0.6698361716961859
376,LTP462,3,1,0.4654206064097572
377,LTP462,3,1,0.5094510425351273
378,LTP462,3,0,0.49111200392947485
379,LTP462,3,1,0.4664030841184439
380,LTP462,3,1,0.4920746961002621
381,LTP462,3,0,0.37242270058902616
382,LTP462,3,0,0.570824270393962
383,LTP462,3,1,0.5819486925423283
384,LTP462,3,1,0.4010370377619225
385,LTP462,3,0,0.5845592316309997
386,LTP462,3,0,0.26915059064935526
387,LTP462,3,1,0.5874500959011195
388,LTP462,3,0,0.6515096137905325
389,LTP462,3,1,0.4271250234560072
390,LTP462,3,1,0.49888548735903043
391,LTP462,3,1,0.6017034818699121
392,LTP462,3,1,0.4973354358194197
393,LTP462,3,1,0.3781894114717818
394,LTP462,3,1,0.43479481492809613
395,LTP462,3,1,0.46077876824589986
396,LTP462,3,0,0.42840158649151294
397,LTP462,3,1,0.2921312610586922
398,LTP462,3,1,0.42475154166101875
399,LTP462,3,1,0.42576995857005706
400,LTP462,3,1,0.35824278976321183
401,LTP462,3,0,0.5350076384473577
402,LTP462,3,0,0.4531616690903554
403,LTP462,3,1,0.4052882959627082
404,LTP462,3,1,0.3554559999942467
405,LTP462,3,1,0.569168766280539
406,LTP462,3,1,0.544228028949645
407,LTP462,3,1,0.462622172935534
408,LTP462,3,1,0.4892559220299516
409,LTP462,3,0,0.41461982688339594
410,LTP462,3,0,0.4441493680933959
411,LTP462,3,0,0.4379807909060817
412,LTP462,3,0,0.454540117089829
413,LTP462,3,1,0.4278326473430843
414,LTP462,3,1,0.3866574217577581
415,LTP462,3,0,0.17884821221464794
416,LTP462,3,0,0.5358899169207822
417,LTP462,3,0,0.4940097190552761
418,LTP462,3,0,0.5306711280137604
419,LTP462,3,0,0.4225449975439719
420,LTP462,3,1,0.608937109348644
421,LTP462,3,1,0.5231736253274392
422,LTP462,3,1,0.4863171170305806
423,LTP462,3,1,0.5753546096860849
424,LTP462,3,1,0.3969177581904505
425,LTP462,3,0,0.5113986866109773
426,LTP462,3,1,0.5565171424714238
427,LTP462,3,0,0.47783135043212505
428,LTP462,3,0,0.4383811654798508
429,LTP462,3,0,0.5442920899347474
430,LTP462,3,1,0.3820284397031965
431,LTP462,3,0,0.4999171588312366
432,LTP462,3,1,0.552079631925729
433,LTP462,3,1,0.47351755642675497
434,LTP462,3,1,0.5900521027117799
435,LTP462,3,1,0.5695298324467895
436,LTP462,3,1,0.5138222437160245
437,LTP462,3,1,0.5153828242724939
438,LTP462,3,1,0.5078064690309118
439,LTP462,3,1,0.5944068347213584
440,LTP462,3,0,0.442553628088632
441,LTP462,3,0,0.5798283166868325
442,LTP462,3,0,0.5170646284815854
443,LTP462,3,0,0.37147517784865575
444,LTP462,3,1,0.41922018372023506
445,LTP462,3,1,0.6515491271158506
446,LTP462,3,0,0.5559078749031309
447,LTP462,3,0,0.42199764344064916
448,LTP462,3,1,0.5526490286449519
449,LTP462,3,1,0.5502649426001769
450,LTP462,3,1,0.5018090334118231
451,LTP462,3,1,0.5207437493800464
452,LTP462,3,0,0.47361703774152347
453,LTP462,3,1,0.4497778539425991
454,LTP462,3,0,0.55638678617529
455,LTP462,3,0,0.4365745594151449
456,LTP462,3,1,0.46527807985670816
457,LTP462,3,0,0.44673375529072745
458,LTP462,3,1,0.46477368268228775
459,LTP462,3,1,0.3822140379971784
460,LTP462,3,0,0.49440834768654934
461,LTP462,3,0,0.3596306934979304
462,LTP462,3,1,0.40071662086719123
463,LTP462,3,0,0.40858135631703024
464,LTP462,3,1,0.36764696016094056
465,LTP462,3,1,0.542165688694157
466,LTP462,3,1,0.4284635151921895
467,LTP462,3,1,0.5390817341504667
468,LTP462,3,1,0.534110449624686
469,LTP462,3,1,0.40236086939893395
470,LTP462,3,1,0.6393301131407663
471,LTP462,3,0,0.3356253011268542
472,LTP462,3,1,0.31935800083363874
473,LTP462,3,1,0.5451588057079665
474,LTP462,3,1,0.4834368696550906
475,LTP462,3,0,0.4190884771983035
476,LTP462,3,0,0.4385466917912001
477,LTP462,3,0,0.42402310306695834
478,LTP462,3,1,0.4841066434608982
479,LTP462,3,1,0.5033390622300365
480,LTP462,4,1,0.5612536239457336
481,LTP462,4,1,0.6395384824692988
482,LTP462,4,1,0.5086332190728369
483,LTP462,4,1,0.4905652588756215
484,LTP462,4,1,0.3986482011729573
485,LTP462,4,0,0.5135890625632737
486,LTP462,4,0,0.7173611211092686
487,LTP462,4,1,0.5940556856100462
488,LTP462,4,1,0.39869075063020487
489,LTP462,4,1,0.5362642674550513
490,LTP462,4,1,0.42151880271345993
491,LTP462,4,1,0.20380151453469342
492,LTP462,4,0,0.47174459814846725
493,LTP462,4,1,0.5571240714360113
494,LTP462,4,1,0.45846010667247533
495,LTP462,4,1,0.6377919286163317
496,LTP462,4,1,0.5671558934469199
497,LTP462,4,0,0.46432315960708836
498,LTP462,4,0,0.292583617946767
499,LTP462,4,0,0.8435293501461335
500,LTP462,4,1,0.579678788518983
501,LTP462,4,0,0.4157806247197359
502,LTP462,4,1,0.3947333315202666
503,LTP462,4,0,0.17026300007164202
504,LTP462,4,1,0.5266627179365382
505,LTP462,4,1,0.5645630421187311
506,LTP462,4,1,0.6278623136215551
507,LTP462,4,0,0.5752993260784116
508,LTP462,4,1,0.40048300470012826
509,LTP462,4,1,0.5447839890382892
510,LTP462,4,1,0.4830901083494031
511,LTP462,4,0,0.5356314674088216
512,LTP462,4,1,0.4381288214046938
513,LTP462,4,0,0.43738178966989305
514,LTP462,4,0,0.6189941011580843
515,LTP462,4,0,0.5440575865598172
516,LTP462,4,0,0.7613516881787832
517,LTP462,4,1,0.6303671627242232
518,LTP462,4,0,0.6656036976712669
519,LTP462,4,0,0.6038206218498412
520,LTP462,4,0,0.5558900732287919
521,LTP462,4,0,0.2947601961424721
522,LTP462,4,1,0.4526250961395029
523,LTP462,4,0,0.5587930157942494
524,LTP462,4,1,0.45609136444171233
525,LTP462,4,1,0.7521197603774359
526,LTP462,4,1,0.6374008179081416
527,LTP462,4,1,0.2223101453901189
528,LTP462,4,0,0.5559238284163822
529,LTP462,4,1,0.31924539192472823
530,LTP462,4,1,0.42281540901006415
531,LTP462,4,0,0.45568542173000925
532,LTP462,4,0,0.641649576338842
533,LTP462,4,0,0.3002097552073148
534,LTP462,4,1,0.5756814581983649
535,LTP462,4,1,0.6009768155067186
536,LTP462,4,0,0.49071654596118497
537,LTP462,4,0,0.44732168787444526
538,LTP462,4,1,0.5822787098413422
539,LTP462,4,1,0.5263034901775282
540,LTP462,4,1,0.5804286072009088
541,LTP462,4,0,0.5817809427219987
542,LTP462,4,1,0.6263780355275661
543,LTP462,4,1,0.5430314809445633
544,LTP462,4,0,0.4308255427161826
545,LTP462,4,0,0.5394489009270065
546,LTP462,4,1,0.6190893920319339
547,LTP462,4,0,0.648624435011088
548,LTP462,4,0,0.5581360914669644
549,LTP462,4,1,0.5629229517184139
550,LTP462,4,1,0.668556023275828
551,LTP462,4,1,0.4782869672643341
552,LTP462,4,0,0.5450719961957926
553,LTP462,4,0,0.4594683541108195
554,LTP462,4,0,0.6145682092889895
555,LTP462,4,1,0.40390692398525907
556,LTP462,4,1,0.33851829924336513
557,LTP462,4,1,0.6184482985222788
558,LTP462,4,0,0.5299373395451271
559,LTP462,4,1,0.4112397920585888
560,LTP462,4,1,0.6341038947680716
561,LTP462,4,1,0.24149323479064608
562,LTP462,4,1,0.29945023382568986
563,LTP462,4,1,0.5049190089226018
564,LTP462,4,1,0.5662316341587925
565,LTP462,4,0,0.403737875689491
566,LTP462,4,0,0.5774518756208004
567,LTP462,4,1,0.48316839247169535
568,LTP462,4,0,0.47956321079987174
569,LTP462,4,1,0.6078780087508135
570,LTP462,4,0,0.4659899098015285
571,LTP462,4,1,0.42512900391879266
572,LTP462,4,1,0.5309976832648373
573,LTP462,4,0,0.5012307376882137
574,LTP462,4,1,0.5256667408137055
575,LTP462,4,1,0.39899902163910933
576,LTP462,4,0,0.48256396523399375
577,LTP462,4,1,0.5582189046286741
578,LTP462,4,1,0.5677679553108084
579,LTP462,4,1,0.6365687471649499
580,LTP462,4,1,0.5438740189289416
581,LTP462,4,0,0.6574449979815059
582,LTP462,4,0,0.5133417852201706
583,LTP462,4,0,0.4453316455548709
584,LTP462,4,1,0.5097515302556919
585,LTP462,4,1,0.5963592134619872
586,LTP462,4,0,0.634005439556757
587,LTP462,4,1,0.4234083109068017
588,LTP462,4,0,0.6626535690069141
589,LTP462,4,1,0.4699065231837185
590,LTP462,4,0,0.6647822426018997
591,LTP462,4,0,0.6148766399512176
592,LTP462,4,0,0.6449941862098134
593,LTP462,4,0,0.5702510470885609
594,LTP462,4,1,0.6832054766899582
595,LTP462,4,1,0.5107965719717793
596,LTP462,4,1,0.41145628399208467
597,LTP462,4,0,0.6526652851273814
598,LTP462,4,1,0.619346061846056
599,LTP462,4,0,0.5382825440952077
600,LTP462,4,1,0.5913736452747784
601,LTP462,4,1,0.532013389414449
602,LTP462,4,0,0.605615568318212
603,LTP462,4,1,0.46993418975904916
604,LTP462,4,0,0.5462171699809888
605,LTP462,4,0,0.39671363234785123
606,LTP462,4,1,0.6350500573623366
607,LTP462,4,0,0.48299269012901724
608,LTP462,4,0,0.46492741651262337
609,LTP462,4,0,0.48098202649430494
610,LTP462,4,0,0.4471107266196888
611,LTP462,4,1,0.49029512543318027
612,LTP462,4,1,0.552463477972924
613,LTP462,4,0,0.3944029645658917
614,LTP462,4,1,0.47699395095171604
615,LTP462,4,1,0.7162451859346025
616,LTP462,4,0,0.4075887668604936
617,LTP462,4,1,0.4353595972989268
618,LTP462,4,0,0.4879173438983552
619,LTP462,4,1,0.46401247110155264
620,LTP462,4,1,0.497593916487087
621,LTP462,4,0,0.5906300984578995
622,LTP462,4,0,0.3076188647179182
623,LTP462,4,1,0.6069249684438288
624,LTP462,4,1,0.5277730711054035
625,LTP462,4,1,0.5638291463940708
626,LTP462,4,0,0.7134881295090757
627,LTP462,4,1,0.6164017774495194
628,LTP462,4,1,0.4610966257810344
629,LTP462,4,1,0.5427906640451586
630,LTP462,5,1,0.5263614914843155
631,LTP462,5,0,0.5636950759461269
632,LTP462,5,1,0.5560192756295961
633,LTP462,5,1,0.5297768920396249
634,LTP462,5,1,0.5521812658096911
635,LTP462,5,1,0.5174662562080463
636,LTP462,5,1,0.4839316289393913
637,LTP462,5,1,0.5079825644958058
638,LTP462,5,1,0.5182298223198277
639,LTP462,5,1,0.5259653979663078
640,LTP462,5,1,0.6006624645470817
641,LTP462,5,1,0.5277405706798812
642,LTP462,5,1,0.48519849292197625
643,LTP462,5,1,0.4588378191130826
644,LTP462,5,1,0.5220234106531413
645,LTP462,5,1,0.5912290748644013
646,LTP462,5,1,0.5114904014945383
647,LTP462,5,1,0.584490656586077
648,LTP462,5,1,0.5330424259601708
649,LTP462,5,1,0.49646954062976817
650,LTP462,5,1,0.5245435632804807
651,LTP462,5,1,0.5601583385350314
652,LTP462,5,1,0.4717906298739793
653,LTP462,5,0,0.5404740206736127
654,LTP462,5,1,0.5812308410726011
655,LTP462,5,1,0.47781996501675955
656,LTP462,5,1,0.5315261264455821
657,LTP462,5,1,0.48004500048900384
658,LTP462,5,1,0.6130110757192512
659,LTP462,5,1,0.48218727734243894
660,LTP462,5,1,0.612739929592258
661,LTP462,5,1,0.5203589445194579
662,LTP462,5,1,0.5179203576159237
663,LTP462,5,1,0.514318855257723
664,LTP462,5,1,0.5820488999343133
665,LTP462,5,1,0.505594082592002
666,LTP462,5,1,0.5418315191140669
667,LTP462,5,0,0.5475448576642583
668,LTP462,5,1,0.47257487170144
669,LTP462,5,0,0.4941014114021639
670,LTP462,5,1,0.5802710914171311
671,LTP462,5,1,0.5089605303835378
672,LTP462,5,1,0.5349241051772315
673,LTP462,5,0,0.5177284296725236
674,LTP462,5,0,0.48852883487489007
675,LTP462,5,1,0.4895714431179173
676,LTP462,5,1,0.49172040919856286
677,LTP462,5,1,0.5638952193406551
678,LTP462,5,0,0.5645579811706729
679,LTP462,5,1,0.49123308498662877
680,LTP462,5,1,0.5048767340479726
681,LTP462,5,1,0.45511919143336893
682,LTP462,5,1,0.44065085462523734
683,LTP462,5,0,0.43048462467454157
684,LTP462,5,1,0.49263043368395953
685,LTP462,5,1,0.5359645352112455
686,LTP462,5,1,0.5137130855986507
687,LTP462,5,1,0.49727941209588244
688,LTP462,5,1,0.49801748106723087
689,LTP462,5,0,0.5205111869363127
690,LTP462,5,1,0.49254319934407864
691,LTP462,5,1,0.48548993939162144
692,LTP462,5,1,0.5073867973762713
693,LTP462,5,0,0.551623025943351
694,LTP462,5,0,0.5007071181250528
695,LTP462,5,1,0.4563130263833658
696,LTP462,5,0,0.5708153899663458
697,LTP462,5,1,0.5599738963052895
698,LTP462,5,0,0.5091409938999063
699,LTP462,5,1,0.5127800147719722
700,LTP462,5,1,0.5659853354169516
